Type,Name,URL,CRC,Size
FILE,modified,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/Redump/modified,3300393636,30
DIRECTORY,Palm OS,,,
FILE,Palm - Datfile (111) (2023-03-17 03-05-04).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/Redump/Palm OS/Palm - Datfile (111) (2023-03-17 03-05-04).dat,3271304133,56309
DIRECTORY,Namco · Sega · Nintendo Triforce,,,
FILE,Arcade - Namco - Sega - Nintendo - Triforce - Datfile (22) (2021-02-04 16-43-40).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/Redump/Namco · Sega · Nintendo Triforce/Arcade - Namco - Sega - Nintendo - Triforce - Datfile (22) (2021-02-04 16-43-40).dat,1871406718,20839
DIRECTORY,Tomy Kiss-Site,,,
FILE,Tomy - Kiss-Site - Datfile (27) (2022-12-28 11-09-22).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/Redump/Tomy Kiss-Site/Tomy - Kiss-Site - Datfile (27) (2022-12-28 11-09-22).dat,3411265661,37326
DIRECTORY,funworld Photo Play,,,
FILE,funworld - Photo Play - Datfile (3) (2020-01-21 18-23-57).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/Redump/funworld Photo Play/funworld - Photo Play - Datfile (3) (2020-01-21 18-23-57).dat,3586591886,2030
DIRECTORY,PlayStation GameShark Updates,,,
FILE,PlayStation GameShark Updates - Datfile (27) (2021-11-16 20-17-49).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/Redump/PlayStation GameShark Updates/PlayStation GameShark Updates - Datfile (27) (2021-11-16 20-17-49).dat,1466428699,210648
DIRECTORY,NEC PC-88 series,,,
FILE,NEC - PC-88 series - Datfile (1) (2014-10-07 01-25-20).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/Redump/NEC PC-88 series/NEC - PC-88 series - Datfile (1) (2014-10-07 01-25-20).dat,3197771371,7809
DIRECTORY,Atari Jaguar CD Interactive Multimedia System,,,
FILE,Atari - Jaguar CD Interactive Multimedia System - Datfile (24) (2023-02-25 03-07-48).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/Redump/Atari Jaguar CD Interactive Multimedia System/Atari - Jaguar CD Interactive Multimedia System - Datfile (24) (2023-02-25 03-07-48).dat,3624140829,59138
DIRECTORY,Konami e-Amusement,,,
FILE,Arcade - Konami - e-Amusement - Datfile (34) (2022-09-14 22-05-51).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/Redump/Konami e-Amusement/Arcade - Konami - e-Amusement - Datfile (34) (2022-09-14 22-05-51).dat,3760147922,19197
DIRECTORY,Apple Macintosh,,,
FILE,Apple - Macintosh - Datfile (1037) (2023-03-17 20-07-36).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/Redump/Apple Macintosh/Apple - Macintosh - Datfile (1037) (2023-03-17 20-07-36).dat,3017928673,758145
DIRECTORY,Sony PlayStation 2,,,
FILE,Sony - PlayStation 2 - Datfile (11099) (2023-03-17 16-35-19).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/Redump/Sony PlayStation 2/Sony - PlayStation 2 - Datfile (11099) (2023-03-17 16-35-19).dat,3535381426,4446423
DIRECTORY,Konami System GV,,,
FILE,Arcade - Konami - System GV - Datfile (1) (2020-09-09 01-05-17).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/Redump/Konami System GV/Arcade - Konami - System GV - Datfile (1) (2020-09-09 01-05-17).dat,1741364270,7281
DIRECTORY,NEC PC Engine CD & TurboGrafx CD,,,
FILE,NEC - PC Engine CD & TurboGrafx CD - Datfile (541) (2023-02-02 15-44-53).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/Redump/NEC PC Engine CD & TurboGrafx CD/NEC - PC Engine CD & TurboGrafx CD - Datfile (541) (2023-02-02 15-44-53).dat,1076085627,3048178
DIRECTORY,Sony PlayStation Portable,,,
