<?xml version="1.0" encoding="UTF-8"?>
<!DOCTYPE datafile PUBLIC "-//Logiqx//DTD ROM Management Datafile//EN" "http://www.logiqx.com/Dats/datafile.dtd">

<datafile>
	<header>
		<name>Commodore C64 - Coverdisks - [D64]</name>
		<description>Commodore C64 - Coverdisks - [D64] (TOSEC-v2022-06-05)</description>
		<category>TOSEC</category>
		<version>2022-06-05</version>
		<author>Duncan Twain</author>
		<email>contact@tosecdev.org</email>
		<homepage>TOSEC</homepage>
		<url>http://www.tosecdev.org</url>
	</header>
	<game name="Commodore Computer Club #02 (19xx)(-)(es)(Side A)">
		<description>Commodore Computer Club #02 (19xx)(-)(es)(Side A)</description>
		<rom name="Commodore Computer Club #02 (19xx)(-)(es)(Side A).d64" size="174848" crc="2077f1af" md5="33b4d00d7bbc3e5b5b43282b0dd31a04" sha1="12b1920b866aabd953393c1f760f140b09fb8f29"/>
	</game>
	<game name="Commodore Computer Club #02 (19xx)(-)(es)(Side B)">
		<description>Commodore Computer Club #02 (19xx)(-)(es)(Side B)</description>
		<rom name="Commodore Computer Club #02 (19xx)(-)(es)(Side B).d64" size="174848" crc="db04d8b2" md5="9a1ef8a1c8a20019e0f7920756eb620f" sha1="fff10e77b5faec0c0b924fa8b832f6552cc977d0"/>
	</game>
	<game name="Commodore Computer Club #05 (19xx)(-)(es)(Side A)">
		<description>Commodore Computer Club #05 (19xx)(-)(es)(Side A)</description>
		<rom name="Commodore Computer Club #05 (19xx)(-)(es)(Side A).d64" size="174848" crc="5381d5d0" md5="2887e6664d71fe965ddbde2ae77da02b" sha1="45d547c088cdca8f27f98181359dae5868cd6209"/>
	</game>
	<game name="Commodore Computer Club #05 (19xx)(-)(es)(Side B)">
		<description>Commodore Computer Club #05 (19xx)(-)(es)(Side B)</description>
		<rom name="Commodore Computer Club #05 (19xx)(-)(es)(Side B).d64" size="174848" crc="1ad6bce4" md5="16f09b01f3eafa62b443bba99032f848" sha1="aae3caf8add7247e37fe7788c5e506d498b65cff"/>
	</game>
	<game name="Commodore Computer Club #07 (19xx)(-)(es)(Side A)">
		<description>Commodore Computer Club #07 (19xx)(-)(es)(Side A)</description>
		<rom name="Commodore Computer Club #07 (19xx)(-)(es)(Side A).d64" size="174848" crc="de923730" md5="e77788a291cb60ce0ea2ddf11d80289a" sha1="173eed969db72779631c2bda55ed9e4dfe85510d"/>
	</game>
	<game name="Commodore Computer Club #07 (19xx)(-)(es)(Side B)">
		<description>Commodore Computer Club #07 (19xx)(-)(es)(Side B)</description>
		<rom name="Commodore Computer Club #07 (19xx)(-)(es)(Side B).d64" size="174848" crc="49b65ca3" md5="be305fd47a6ae0f075789120210128a9" sha1="5071da13e76858d74d46497d0f4c237ed45600bd"/>
	</game>
	<game name="Commodore Computer Club #10 (19xx)(-)(es)(Side A)">
		<description>Commodore Computer Club #10 (19xx)(-)(es)(Side A)</description>
		<rom name="Commodore Computer Club #10 (19xx)(-)(es)(Side A).d64" size="174848" crc="28db8398" md5="6850e3e1fe589fe22945c54fdcda7b8e" sha1="c609e947eb7a1a443e8e08e2dc01564141e8aef0"/>
	</game>
	<game name="Commodore Computer Club #10 (19xx)(-)(es)(Side B)">
		<description>Commodore Computer Club #10 (19xx)(-)(es)(Side B)</description>
		<rom name="Commodore Computer Club #10 (19xx)(-)(es)(Side B).d64" size="174848" crc="4412ae54" md5="6b454a7c99d342a50897c631cda627b9" sha1="aa55cb64264e8b097e7f114ae9412ed5cc6f7b49"/>
	</game>
	<game name="Commodore Computer Club #13 (19xx)(-)(es)">
		<description>Commodore Computer Club #13 (19xx)(-)(es)</description>
		<rom name="Commodore Computer Club #13 (19xx)(-)(es).d64" size="174848" crc="57e8cf6f" md5="32c2818158191551dfd316de0b56f84a" sha1="27ac646ce0e9e4cc35a2d4fcdc6fef3576f3d2f2"/>
	</game>
	<game name="Commodore Format PowerPacks, The #01 (19xx)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #01 (19xx)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #01 (19xx)(Future)(GB).d64" size="174848" crc="2f1ceedf" md5="2331ba8e19094e79b55dc7f0e8d84258" sha1="41be24bf9aa3b17597722858c91d4badd0bfc218"/>
	</game>
	<game name="Commodore Format PowerPacks, The #02 (19xx)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #02 (19xx)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #02 (19xx)(Future)(GB).d64" size="174848" crc="9f53ea03" md5="d3a3013197b9ed6b42b610cba38f45e1" sha1="ebe7b2ef6e0cc5cc9b1c8c62fb2970d03d9ffb83"/>
	</game>
	<game name="Commodore Format PowerPacks, The #03 (19xx)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #03 (19xx)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #03 (19xx)(Future)(GB).d64" size="174848" crc="d9ba001e" md5="916e69e60ba4cdee4ce59bcfca634669" sha1="8d86f675a628aa79ab96c95b402d46880bfb8ebc"/>
	</game>
	<game name="Commodore Format PowerPacks, The #04 (1991)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #04 (1991)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #04 (1991)(Future)(GB).d64" size="174848" crc="d9c96aac" md5="3ede6b2427b3d93962b78aa0e0df7545" sha1="600128892bdf7b383e67b7d91d7b6cecb520fa4b"/>
	</game>
	<game name="Commodore Format PowerPacks, The #05 (19xx)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #05 (19xx)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #05 (19xx)(Future)(GB).d64" size="174848" crc="dcb40397" md5="c3b49171b93e78734e9650991a254d23" sha1="4b6febb36902bb3c84589f0694d0bd880453cf72"/>
	</game>
	<game name="Commodore Format PowerPacks, The #06 (1991)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #06 (1991)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #06 (1991)(Future)(GB).d64" size="174848" crc="378ec60e" md5="1d3ac8fc36486297bb486a63aea1f775" sha1="4506cd33a746153bae648526966f91e917a20810"/>
	</game>
	<game name="Commodore Format PowerPacks, The #07 (19xx)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #07 (19xx)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #07 (19xx)(Future)(GB).d64" size="174848" crc="59d1db0f" md5="de4ea5c63e5a2febb9ca1e11f4c5ef4a" sha1="e5a9c0a96e073b53a3cd5f282461572cd793c5e5"/>
	</game>
	<game name="Commodore Format PowerPacks, The #08 (1991)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #08 (1991)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #08 (1991)(Future)(GB).d64" size="174848" crc="fcfc8f1a" md5="755bf0c40973f2ae49600acef70fe1d5" sha1="41e1ab38978c03a03d7d973caddd36e4fe4db9c9"/>
	</game>
	<game name="Commodore Format PowerPacks, The #09 (1991)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #09 (1991)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #09 (1991)(Future)(GB).d64" size="174848" crc="ff941b31" md5="60dd895adac49f8905bb48ec55a2f868" sha1="d3e6c432c966590a567e29f402649db2ed7bb5e7"/>
	</game>
	<game name="Commodore Format PowerPacks, The #10 (19xx)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #10 (19xx)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #10 (19xx)(Future)(GB).d64" size="174848" crc="181a487e" md5="625ff0d4c2eb40d53c02acfac014eb16" sha1="9bcaa4079c5289e582090836ba36b3eb7c088ac9"/>
	</game>
	<game name="Commodore Format PowerPacks, The #11 (1991)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #11 (1991)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #11 (1991)(Future)(GB).d64" size="174848" crc="810e29d6" md5="21241a3c3fd1186870979e923dc3bd43" sha1="15d3ea40db6de11b58a084b861ed686b813f78df"/>
	</game>
	<game name="Commodore Format PowerPacks, The #12 (1991)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #12 (1991)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #12 (1991)(Future)(GB).d64" size="174848" crc="e6f13fd5" md5="a4baf91a892bd92b60dbcbd598517dbc" sha1="46d894aa335c98fac00598f11b4a28d854758554"/>
	</game>
	<game name="Commodore Format PowerPacks, The #13 (1991)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #13 (1991)(Future)(GB)</description>
		<rom name="Commodore Format PowerPacks, The #13 (1991)(Future)(GB).d64" size="174848" crc="24a92d46" md5="3bff70270efc41037876319211a23aa7" sha1="a363c162eda17b47439b7e0fd78336b4d14bc099"/>
	</game>
	<game name="Commodore Format PowerPacks, The #14 (1991)(Future)(GB)">
		<description>Commodore Format PowerPacks, The #14 (1991)(Future)(GB)</description>
