Type,Name,URL,CRC,Size
DIRECTORY,SNK,,,
DIRECTORY,Hyper Neo-Geo 64,,,
DIRECTORY,CD,,,
DIRECTORY,Multimedia,,,
FILE,SNK Hyper Neo-Geo 64 - CD - Multimedia.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/SNK/Hyper Neo-Geo 64/CD/Multimedia/SNK Hyper Neo-Geo 64 - CD - Multimedia.dat,84377311,1285
DIRECTORY,Neo-Geo CD,,,
DIRECTORY,Bonus Discs,,,
FILE,SNK Neo-Geo CD - Bonus Discs.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/SNK/Neo-Geo CD/Bonus Discs/SNK Neo-Geo CD - Bonus Discs.dat,1969745696,970
DIRECTORY,Firmware,,,
FILE,SNK Neo-Geo CD - Firmware.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/SNK/Neo-Geo CD/Firmware/SNK Neo-Geo CD - Firmware.dat,3600940141,1486
DIRECTORY,Samplers,,,
DIRECTORY,[Multipart],,,
FILE,SNK Neo-Geo CD - Samplers - [Multipart].dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/SNK/Neo-Geo CD/Samplers/[Multipart]/SNK Neo-Geo CD - Samplers - [Multipart].dat,2576943201,1986
DIRECTORY,[IMG],,,
FILE,SNK Neo-Geo CD - Samplers - [IMG].dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/SNK/Neo-Geo CD/Samplers/[IMG]/SNK Neo-Geo CD - Samplers - [IMG].dat,3352397656,1830
DIRECTORY,[ISO],,,
FILE,SNK Neo-Geo CD - Samplers - [ISO].dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/SNK/Neo-Geo CD/Samplers/[ISO]/SNK Neo-Geo CD - Samplers - [ISO].dat,3996715537,18628
DIRECTORY,Demos,,,
FILE,SNK Neo-Geo CD - Demos.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/SNK/Neo-Geo CD/Demos/SNK Neo-Geo CD - Demos.dat,2268251035,2584
DIRECTORY,Games,,,
DIRECTORY,[Multipart],,,
FILE,SNK Neo-Geo CD - Games - [Multipart].dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/SNK/Neo-Geo CD/Games/[Multipart]/SNK Neo-Geo CD - Games - [Multipart].dat,1218472996,2003
DIRECTORY,[IMG],,,
FILE,SNK Neo-Geo CD - Games - [IMG].dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/SNK/Neo-Geo CD/Games/[IMG]/SNK Neo-Geo CD - Games - [IMG].dat,1968779432,97412
DIRECTORY,[ISO],,,
FILE,SNK Neo-Geo CD - Games - [ISO].dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/SNK/Neo-Geo CD/Games/[ISO]/SNK Neo-Geo CD - Games - [ISO].dat,3390764430,649236
DIRECTORY,Multimedia,,,
DIRECTORY,[IMG],,,
FILE,SNK Neo-Geo CD - Multimedia - [IMG].dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/SNK/Neo-Geo CD/Multimedia/[IMG]/SNK Neo-Geo CD - Multimedia - [IMG].dat,3255893577,20293
DIRECTORY,[ISO],,,
FILE,SNK Neo-Geo CD - Multimedia - [ISO].dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/SNK/Neo-Geo CD/Multimedia/[ISO]/SNK Neo-Geo CD - Multimedia - [ISO].dat,1162747461,12022
FILE,modified,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/modified,538327154,30
DIRECTORY,Capcom,,,
DIRECTORY,CP System III,,,
DIRECTORY,Games,,,
FILE,Capcom CP System III - Games.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Capcom/CP System III/Games/Capcom CP System III - Games.dat,2018076959,4615
DIRECTORY,American Laser Games,,,
DIRECTORY,CD-ROM System,,,
DIRECTORY,Games,,,
FILE,American Laser Games CD-ROM System - Games.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/American Laser Games/CD-ROM System/Games/American Laser Games CD-ROM System - Games.dat,1413875355,1689
DIRECTORY,Philips,,,
DIRECTORY,CD-i,,,
DIRECTORY,Bonus Discs,,,
FILE,Philips CD-i - Bonus Discs.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Philips/CD-i/Bonus Discs/Philips CD-i - Bonus Discs.dat,3991387173,3942
DIRECTORY,Homebrew,,,
DIRECTORY,Demos,,,
FILE,Philips CD-i - Homebrew - Demos.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Philips/CD-i/Homebrew/Demos/Philips CD-i - Homebrew - Demos.dat,3216121610,1018
DIRECTORY,Games,,,
DIRECTORY,[NRG],,,
FILE,Philips CD-i - Homebrew - Games - [NRG].dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Philips/CD-i/Homebrew/Games/[NRG]/Philips CD-i - Homebrew - Games - [NRG].dat,2664434091,1093
DIRECTORY,[BIN],,,
FILE,Philips CD-i - Homebrew - Games - [BIN].dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Philips/CD-i/Homebrew/Games/[BIN]/Philips CD-i - Homebrew - Games - [BIN].dat,2249830870,1551
DIRECTORY,Firmware,,,
FILE,Philips CD-i - Firmware.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Philips/CD-i/Firmware/Philips CD-i - Firmware.dat,360444496,1941
DIRECTORY,Educational,,,
FILE,Philips CD-i - Educational.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Philips/CD-i/Educational/Philips CD-i - Educational.dat,2518703125,93867
DIRECTORY,Samplers,,,
FILE,Philips CD-i - Samplers.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Philips/CD-i/Samplers/Philips CD-i - Samplers.dat,2491757700,24362
DIRECTORY,Applications,,,
FILE,Philips CD-i - Applications.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Philips/CD-i/Applications/Philips CD-i - Applications.dat,3755200337,5125
DIRECTORY,Coverdiscs,,,
FILE,Philips CD-i - Coverdiscs.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Philips/CD-i/Coverdiscs/Philips CD-i - Coverdiscs.dat,443852701,2285
DIRECTORY,Games,,,
FILE,Philips CD-i - Games.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Philips/CD-i/Games/Philips CD-i - Games.dat,167101317,121623
DIRECTORY,Multimedia,,,
FILE,Philips CD-i - Multimedia.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Philips/CD-i/Multimedia/Philips CD-i - Multimedia.dat,1581994113,168993
DIRECTORY,Atari,,,
DIRECTORY,Jaguar CD,,,
DIRECTORY,Bonus Discs,,,
FILE,Atari Jaguar CD - Bonus Discs.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Atari/Jaguar CD/Bonus Discs/Atari Jaguar CD - Bonus Discs.dat,4161899885,1492
DIRECTORY,Homebrew,,,
DIRECTORY,Games,,,
DIRECTORY,[NRG],,,
FILE,Atari Jaguar CD - Homebrew - Games - [NRG].dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Atari/Jaguar CD/Homebrew/Games/[NRG]/Atari Jaguar CD - Homebrew - Games - [NRG].dat,1450276296,1232
DIRECTORY,[CDI],,,
FILE,Atari Jaguar CD - Homebrew - Games - [CDI].dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Atari/Jaguar CD/Homebrew/Games/[CDI]/Atari Jaguar CD - Homebrew - Games - [CDI].dat,4058180468,1179
DIRECTORY,[BIN],,,
FILE,Atari Jaguar CD - Homebrew - Games - [BIN].dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Atari/Jaguar CD/Homebrew/Games/[BIN]/Atari Jaguar CD - Homebrew - Games - [BIN].dat,3795537201,1049
DIRECTORY,Samplers,,,
FILE,Atari Jaguar CD - Samplers.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Atari/Jaguar CD/Samplers/Atari Jaguar CD - Samplers.dat,1817508759,1369
DIRECTORY,Games,,,
FILE,Atari Jaguar CD - Games.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Atari/Jaguar CD/Games/Atari Jaguar CD - Games.dat,2529854201,8582
DIRECTORY,Fujitsu,,,
DIRECTORY,FM Towns,,,
DIRECTORY,CD,,,
DIRECTORY,Homebrew,,,
DIRECTORY,Demos,,,
FILE,Fujitsu FM Towns - CD - Homebrew - Demos.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Fujitsu/FM Towns/CD/Homebrew/Demos/Fujitsu FM Towns - CD - Homebrew - Demos.dat,1251260783,865
DIRECTORY,Games,,,
FILE,Fujitsu FM Towns - CD - Homebrew - Games.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Fujitsu/FM Towns/CD/Homebrew/Games/Fujitsu FM Towns - CD - Homebrew - Games.dat,1958034613,883
DIRECTORY,Operating Systems,,,
FILE,Fujitsu FM Towns - CD - Operating Systems.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Fujitsu/FM Towns/CD/Operating Systems/Fujitsu FM Towns - CD - Operating Systems.dat,855838117,8425
DIRECTORY,Demos,,,
FILE,Fujitsu FM Towns - CD - Demos.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Fujitsu/FM Towns/CD/Demos/Fujitsu FM Towns - CD - Demos.dat,2452475807,1673
DIRECTORY,Applications,,,
FILE,Fujitsu FM Towns - CD - Applications.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Fujitsu/FM Towns/CD/Applications/Fujitsu FM Towns - CD - Applications.dat,3454974488,1153
DIRECTORY,Games,,,
FILE,Fujitsu FM Towns - CD - Games.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Fujitsu/FM Towns/CD/Games/Fujitsu FM Towns - CD - Games.dat,180393343,3083
DIRECTORY,Compilations,,,
FILE,Fujitsu FM Towns - CD - Compilations.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Fujitsu/FM Towns/CD/Compilations/Fujitsu FM Towns - CD - Compilations.dat,799366961,2721
DIRECTORY,IBM,,,
DIRECTORY,PC Compatibles,,,
DIRECTORY,CD,,,
DIRECTORY,Educational,,,
FILE,IBM PC Compatibles - CD - Educational.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/IBM/PC Compatibles/CD/Educational/IBM PC Compatibles - CD - Educational.dat,3226872513,8075
DIRECTORY,Operating Systems,,,
FILE,IBM PC Compatibles - CD - Operating Systems.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/IBM/PC Compatibles/CD/Operating Systems/IBM PC Compatibles - CD - Operating Systems.dat,1135210473,5996
DIRECTORY,Samplers,,,
FILE,IBM PC Compatibles - CD - Samplers.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/IBM/PC Compatibles/CD/Samplers/IBM PC Compatibles - CD - Samplers.dat,3553538035,3358
DIRECTORY,Applications,,,
DIRECTORY,[BIN-CUE],,,
FILE,IBM PC Compatibles - CD - Applications - [BIN-CUE].dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/IBM/PC Compatibles/CD/Applications/[BIN-CUE]/IBM PC Compatibles - CD - Applications - [BIN-CUE].dat,4062995491,1064
DIRECTORY,[ISO],,,
FILE,IBM PC Compatibles - CD - Applications - [ISO].dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/IBM/PC Compatibles/CD/Applications/[ISO]/IBM PC Compatibles - CD - Applications - [ISO].dat,2799887073,7321
DIRECTORY,Coverdiscs,,,
FILE,IBM PC Compatibles - CD - Coverdiscs.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/IBM/PC Compatibles/CD/Coverdiscs/IBM PC Compatibles - CD - Coverdiscs.dat,2394418507,24383
DIRECTORY,Games,,,
FILE,IBM PC Compatibles - CD - Games.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/IBM/PC Compatibles/CD/Games/IBM PC Compatibles - CD - Games.dat,3797718395,355135
DIRECTORY,Multimedia,,,
FILE,IBM PC Compatibles - CD - Multimedia.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/IBM/PC Compatibles/CD/Multimedia/IBM PC Compatibles - CD - Multimedia.dat,4057473623,46020
DIRECTORY,Compilations,,,
FILE,IBM PC Compatibles - CD - Compilations.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/IBM/PC Compatibles/CD/Compilations/IBM PC Compatibles - CD - Compilations.dat,839514258,2211
DIRECTORY,Namco-Sega-Nintendo,,,
DIRECTORY,Triforce,,,
DIRECTORY,Applications,,,
FILE,Namco-Sega-Nintendo Triforce - Applications.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Namco-Sega-Nintendo/Triforce/Applications/Namco-Sega-Nintendo Triforce - Applications.dat,551438064,1323
DIRECTORY,Games,,,
FILE,Namco-Sega-Nintendo Triforce - Games.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Namco-Sega-Nintendo/Triforce/Games/Namco-Sega-Nintendo Triforce - Games.dat,269575560,8175
DIRECTORY,Mattel,,,
DIRECTORY,HyperScan,,,
DIRECTORY,Games,,,
FILE,Mattel HyperScan - Games.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Mattel/HyperScan/Games/Mattel HyperScan - Games.dat,2869628670,6907
DIRECTORY,Sinclair,,,
DIRECTORY,ZX Spectrum,,,
DIRECTORY,CD,,,
DIRECTORY,Compilations,,,
FILE,Sinclair ZX Spectrum - CD - Compilations.dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Sinclair/ZX Spectrum/CD/Compilations/Sinclair ZX Spectrum - CD - Compilations.dat,3315503511,1450
DIRECTORY,Bandai,,,
DIRECTORY,Playdia,,,
DIRECTORY,Educational,,,
DIRECTORY,[IMG],,,
FILE,Bandai Playdia - Educational - [IMG].dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Bandai/Playdia/Educational/[IMG]/Bandai Playdia - Educational - [IMG].dat,3286577118,4526
DIRECTORY,[ISO],,,
FILE,Bandai Playdia - Educational - [ISO].dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Bandai/Playdia/Educational/[ISO]/Bandai Playdia - Educational - [ISO].dat,2740271239,4473
DIRECTORY,Games,,,
DIRECTORY,[IMG],,,
FILE,Bandai Playdia - Games - [IMG].dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Bandai/Playdia/Games/[IMG]/Bandai Playdia - Games - [IMG].dat,334948132,15451
DIRECTORY,[ISO],,,
FILE,Bandai Playdia - Games - [ISO].dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/basic/TOSEC-ISO/Bandai/Playdia/Games/[ISO]/Bandai Playdia - Games - [ISO].dat,1718927853,9742
DIRECTORY,Pippin @World & Pippin Atmark,,,
DIRECTORY,Applications,,,
